order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
2649,Ca-New-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,FUR-FU-10004665,821.88,6,0,213.6888
2650,Ca-New-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400,TEC-PH-10000215,104.85,3,0,28.3095
2671,Ca-New-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,OFF-PA-10001144,166.44,3,0,79.8912
2672,Ca-New-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,FUR-CH-10003761,785.88,6,0,212.1876
2673,Ca-New-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,OFF-PA-10004665,26.2,2,0,12.838
2674,Ca-New-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,OFF-ST-10000078,1325.85,5,0,238.653
2678,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,OFF-BI-10001116,11.088,7,0.7,-8.1312
2679,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,OFF-BI-10002931,25.164,2,0.7,-16.776
2690,Ca-New-2014-123064,6/30/2014,7/2/2014,First Class,RA-19915,OFF-AR-10004582,5.248,4,0.2,1.64
2695,Ca-New-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865,FUR-FU-10004270,15.384,1,0.2,4.0383
2697,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,TEC-MA-10003626,821.3,4,0.5,-16.426
2698,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,TEC-MA-10002412,22638.48,6,0.5,-1811.0784
2699,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,OFF-PA-10001804,21.376,4,0.2,7.4816
2700,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,OFF-AR-10003183,8.016,3,0.2,1.002
2701,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,FUR-FU-10004270,30.768,2,0.2,8.0766
2702,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,OFF-FA-10003112,18.936,3,0.2,5.9175
2703,Ca-New-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,FUR-FU-10001986,122.352,3,0.2,15.294
2704,Ca-New-2014-143413,5/24/2014,5/30/2014,Standard Class,RP-19390,OFF-PA-10002319,116.28,3,0,56.9772
2714,Ca-New-2014-110100,4/25/2014,4/29/2014,Standard Class,LC-16885,TEC-PH-10004531,302.376,3,0.2,37.797
2716,Ca-New-2014-127187,12/4/2014,12/8/2014,Standard Class,CP-12085,TEC-PH-10000673,129.98,2,0,62.3904
2718,Ca-New-2014-100006,9/7/2014,9/13/2014,Standard Class,DK-13375,TEC-PH-10002075,377.97,3,0,109.6113
2720,Ca-New-2014-110030,12/6/2014,12/8/2014,Second Class,LF-17185,FUR-FU-10002759,23.976,3,0.6,-14.3856
2721,Ca-New-2014-121286,11/4/2014,11/8/2014,Second Class,ON-18715,OFF-FA-10000585,8.376,3,0.2,2.7222
2722,Ca-New-2014-121286,11/4/2014,11/8/2014,Second Class,ON-18715,OFF-AP-10004859,58.24,5,0.2,5.096
2724,Ca-New-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135,OFF-LA-10004689,14.45,5,0,6.7915
2725,Ca-New-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135,OFF-BI-10002867,95.648,2,0.2,31.0856
2733,Ca-New-2014-107594,7/2/2014,7/6/2014,Standard Class,EH-13945,TEC-PH-10002923,73.98,2,0,19.9746
2734,Ca-New-2014-107594,7/2/2014,7/6/2014,Standard Class,EH-13945,OFF-AR-10000716,5.58,1,0,2.1762
2743,Ca-New-2014-149244,11/4/2014,11/8/2014,Standard Class,MS-17530,FUR-FU-10004671,35.34,2,0,13.4292
2747,Ca-New-2014-155887,5/12/2014,5/17/2014,Standard Class,KT-16480,FUR-TA-10002228,700.056,3,0.3,-130.0104
2750,US-2014-141257,6/8/2014,6/14/2014,Standard Class,CS-11950,FUR-CH-10002758,585.552,3,0.2,73.194
2751,Ca-New-2014-154669,8/8/2014,8/11/2014,Second Class,TM-21010,OFF-ST-10000532,423.28,11,0,110.0528
2752,Ca-New-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995,FUR-CH-10000988,225.296,2,0.2,22.5296
2761,Ca-New-2014-129574,5/26/2014,5/29/2014,First Class,Dp-13240,OFF-PA-10002893,48.4,5,0,23.232
2788,US-2014-117744,12/2/2014,12/6/2014,Standard Class,MD-17860,FUR-FU-10001588,58.36,5,0.6,-24.803
2789,US-2014-117744,12/2/2014,12/6/2014,Standard Class,MD-17860,OFF-AR-10000940,16.464,7,0.2,1.4406
2790,US-2014-117744,12/2/2014,12/6/2014,Standard Class,MD-17860,FUR-FU-10002759,39.96,5,0.6,-23.976
2791,Ca-New-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,OFF-AP-10000358,25.96,2,0,7.5284
2792,Ca-New-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,OFF-AP-10003281,36.27,3,0,10.881
2793,Ca-New-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,OFF-PA-10000029,6.48,1,0,3.1104
2794,Ca-New-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450,TEC-PH-10001557,1075.088,14,0.2,94.0702
2795,Ca-New-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450,TEC-PH-10000576,438.368,4,0.2,38.3572
2796,Ca-New-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450,OFF-BI-10002764,18.088,7,0.2,6.5569
2797,Ca-New-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450,FUR-BO-10001337,308.499,3,0.15,-18.147
2825,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,OFF-PA-10003270,33.792,8,0.2,10.56
2826,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,FUR-BO-10003272,300.5328,2,0.32,-97.2312
2827,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,OFF-BI-10002982,2.724,2,0.8,-4.3584
2828,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,OFF-EN-10001509,3.264,2,0.2,1.1016
2832,Ca-New-2014-148915,11/1/2014,11/5/2014,Standard Class,ND-18370,OFF-ST-10001128,443.92,5,0.2,-94.333
2833,Ca-New-2014-148915,11/1/2014,11/5/2014,Standard Class,ND-18370,TEC-PH-10000673,155.976,3,0.2,54.5916
2841,US-2014-125521,3/14/2014,3/19/2014,Standard Class,CK-12325,FUR-CH-10003379,1139.92,4,0,284.98
2871,Ca-New-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,OFF-PA-10002581,74.352,3,0.2,23.235
2872,Ca-New-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,FUR-CH-10001482,314.352,3,0.2,-35.3646
2883,Ca-New-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,OFF-BI-10004094,8.85,5,0.8,-13.7175
2891,Ca-New-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,FUR-CH-10002304,51.96,2,0,12.99
2892,Ca-New-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,OFF-BI-10000136,17.94,3,0,8.6112
2897,Ca-New-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720,OFF-AR-10001915,49.65,5,0,20.853
2906,Ca-New-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400,OFF-ST-10002615,310.12,2,0,80.6312
2912,Ca-New-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-EN-10003286,41.4,5,0,19.458
2913,Ca-New-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-AR-10003772,35,4,0,10.5
2914,Ca-New-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-BI-10002852,39.552,3,0.2,14.3376
2924,Ca-New-2014-156993,6/28/2014,7/4/2014,Standard Class,RW-19630,OFF-FA-10003495,6.08,1,0,3.04
2925,Ca-New-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,OFF-AP-10001303,19.9,1,0,8.955
2926,Ca-New-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,FUR-FU-10002116,70.71,1,0,4.9497
2967,Ca-New-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,FUR-FU-10001473,32.952,6,0.6,-19.7712
2968,Ca-New-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,OFF-ST-10002562,30.016,4,0.2,3.0016
2979,Ca-New-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,FUR-CH-10000422,545.94,6,0,87.3504
2982,Ca-New-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,FUR-CH-10001797,123.136,4,0.2,13.8528
2983,Ca-New-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,OFF-BI-10003094,11.264,4,0.2,3.8016
2984,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,OFF-ST-10002205,53.424,3,0.2,4.6746
2985,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,FUR-TA-10003238,275.49,1,0.5,-170.8038
2996,US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150,OFF-ST-10000760,55.92,5,0.2,6.291
2997,Ca-New-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-EN-10001539,24.896,4,0.2,8.4024
2998,Ca-New-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,FUR-FU-10000550,3.984,1,0.2,0.6474
2999,Ca-New-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,TEC-AC-10003628,95.968,4,0.2,28.7904
3000,Ca-New-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,TEC-MA-10004521,206.991,3,0.7,-172.4925
3001,Ca-New-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-AP-10003860,44.416,2,0.2,3.8864
3002,Ca-New-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-BI-10000069,9.006,2,0.7,-7.2048
3006,Ca-New-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,OFF-BI-10000666,91.68,3,0,45.84
3008,Ca-New-2014-130729,10/24/2014,10/29/2014,Standard Class,AA-10375,OFF-BI-10002706,34.272,3,0.2,11.1384
3028,Ca-New-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645,OFF-BI-10002799,8.288,2,0.2,2.6936
3048,Ca-New-2014-137351,9/30/2014,10/4/2014,Standard Class,DB-13615,OFF-BI-10003910,43.176,7,0.2,13.4925
3071,Ca-New-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,OFF-ST-10002011,2934.33,7,0,792.2691
3072,Ca-New-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,FUR-FU-10002379,124.41,3,0,14.9292
3073,Ca-New-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,OFF-AR-10003752,57.75,5,0,26.565
3076,Ca-New-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,OFF-ST-10003306,342.864,3,0.2,38.5722
3077,Ca-New-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,FUR-FU-10003724,16.74,5,0.6,-14.229
3078,Ca-New-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,FUR-CH-10002024,981.372,2,0.3,-140.196
3079,Ca-New-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530,OFF-AR-10003514,31.84,8,0,10.5072
3084,Ca-New-2014-100328,1/28/2014,2/3/2014,Standard Class,JC-15340,OFF-BI-10000343,3.928,1,0.2,1.3257
3129,Ca-New-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,FUR-FU-10004090,44.46,2,0,14.6718
3130,Ca-New-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,FUR-CH-10002602,241.568,2,0.2,18.1176
3131,Ca-New-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,TEC-AC-10001142,395,5,0,39.5
3132,Ca-New-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,TEC-PH-10004977,627.168,4,0.2,70.5564
3133,Ca-New-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,FUR-FU-10004586,13.28,2,0,6.3744
3134,Ca-New-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,OFF-BI-10001116,12.672,3,0.2,4.4352
3142,US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,OFF-BI-10003650,210.392,2,0.8,-336.6272
3148,Ca-New-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,OFF-AR-10001374,32.4,5,0,10.368
3150,US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,OFF-LA-10002043,31.05,3,0,14.904
3156,Ca-New-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,OFF-PA-10001289,93.024,3,0.2,33.7212
3161,US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,OFF-BI-10004040,5.18,5,0.8,-8.029
3162,Ca-New-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-EN-10001539,15.56,2,0,7.3132
3163,Ca-New-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-EN-10004483,78.35,5,0,36.8245
3164,Ca-New-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-AR-10001615,59.52,3,0,15.4752
3165,Ca-New-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-PA-10000327,38.52,9,0,17.334
3166,Ca-New-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,TEC-PH-10001299,239.984,2,0.2,23.9984
3167,Ca-New-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-PA-10002246,19.35,3,0,9.4815
3186,Ca-New-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,OFF-BI-10000632,26.046,3,0.8,-44.2782
3187,Ca-New-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,OFF-EN-10004773,74.352,3,0.2,26.9526
3194,Ca-New-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,OFF-BI-10002949,3.648,3,0.8,-6.0192
3195,Ca-New-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,OFF-PA-10004100,31.104,6,0.2,10.8864
3199,Ca-New-2014-131527,12/1/2014,12/7/2014,Standard Class,TB-21280,TEC-PH-10001644,95.968,4,0.2,9.5968
3201,Ca-New-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,FUR-FU-10000308,149.232,3,0.2,3.7308
3202,Ca-New-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,OFF-PA-10001526,15.936,4,0.2,5.7768
3203,Ca-New-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,TEC-PH-10002103,601.536,8,0.2,60.1536
3204,Ca-New-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,TEC-AC-10004209,10.99,1,0,4.2861
3205,Ca-New-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,FUR-FU-10000397,39.88,2,0,11.1664
3206,Ca-New-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,OFF-PA-10002137,62.24,8,0,28.008
3207,Ca-New-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,FUR-FU-10001867,53.2,5,0,14.896
3208,Ca-New-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,OFF-LA-10000407,39.84,8,0,18.3264
3213,Ca-New-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,OFF-AP-10002350,207.24,11,0,58.0272
3217,Ca-New-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,TEC-AC-10002800,149.97,3,0,52.4895
3223,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-PA-10001838,9.408,2,0.2,3.4104
3224,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-FA-10000735,4.672,2,0.2,1.46
3225,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,TEC-PH-10001760,318.4,2,0.2,107.46
3226,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-EN-10004846,12.768,6,0.2,4.6284
3227,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-SU-10003567,15.36,2,0.2,-3.264
3228,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,TEC-PH-10001557,230.376,3,0.2,20.1579
3229,Ca-New-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,TEC-AC-10003038,7.16,1,0.2,-0.0895
3230,Ca-New-2014-154641,8/11/2014,8/16/2014,Standard Class,KL-16645,OFF-ST-10004459,375.34,1,0,18.767
3261,Ca-New-2014-151554,11/14/2014,11/15/2014,First Class,CM-11815,OFF-PA-10004609,20.736,4,0.2,7.2576
3262,Ca-New-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,TEC-AC-10001314,99.98,2,0,7.9984
3263,Ca-New-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,OFF-PA-10003395,733.95,7,0,352.296
3264,Ca-New-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,OFF-AP-10001242,241.44,3,0,72.432
3266,US-2014-126571,10/11/2014,10/15/2014,Standard Class,JF-15565,OFF-ST-10003816,281.904,2,0.2,10.5714
3267,US-2014-126571,10/11/2014,10/15/2014,Standard Class,JF-15565,OFF-EN-10002230,201.432,3,0.2,67.9833
3268,Ca-New-2014-143840,5/22/2014,5/29/2014,Standard Class,EH-14185,TEC-PH-10002660,135.98,2,0,33.995
3269,Ca-New-2014-143840,5/22/2014,5/29/2014,Standard Class,EH-14185,TEC-PH-10003171,44.95,1,0,12.586
3270,Ca-New-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,TEC-AC-10003709,2.97,3,0,1.3068
3271,Ca-New-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,OFF-FA-10000304,6.54,3,0,2.6814
3277,Ca-New-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-AR-10004757,22.96,7,0,7.5768
3278,Ca-New-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,TEC-PH-10001615,28.99,1,0,8.4071
3279,Ca-New-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-PA-10003349,12.96,2,0,6.3504
3280,Ca-New-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-AR-10000127,22.96,7,0,6.6584
3281,Ca-New-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-SU-10002881,4164.05,5,0,83.281
3282,US-2014-117170,9/17/2014,9/24/2014,Standard Class,KT-16465,TEC-AC-10001109,47.984,2,0.2,13.1956
3283,US-2014-117170,9/17/2014,9/24/2014,Standard Class,KT-16465,OFF-PA-10000682,4.624,1,0.2,1.6762
3284,Ca-New-2014-159478,9/30/2014,10/6/2014,Standard Class,MH-17785,FUR-FU-10000221,15.24,3,0,5.1816
3285,Ca-New-2014-103702,9/12/2014,9/17/2014,Standard Class,AF-10885,OFF-BI-10002429,63.924,7,0.7,-46.8776
3293,Ca-New-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595,OFF-SU-10002189,11.91,3,0,0.1191
3294,Ca-New-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595,FUR-FU-10001852,3.48,2,0,1.1136
3295,Ca-New-2014-138023,8/15/2014,8/18/2014,First Class,KH-16510,OFF-BI-10003638,30.96,8,0.8,-52.632
3300,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,OFF-BI-10003656,50.997,1,0.7,-40.7976
3301,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,OFF-ST-10003656,76.792,1,0.2,-16.3183
3302,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,TEC-PH-10001128,539.964,6,0.4,-107.9928
3303,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,FUR-FU-10001473,60.312,3,0.2,5.2773
3304,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,OFF-BI-10004656,1.944,3,0.7,-1.4256
3313,US-2014-133130,9/27/2014,10/1/2014,Standard Class,TH-21100,FUR-CH-10002602,603.92,5,0.2,45.294
3314,US-2014-133130,9/27/2014,10/1/2014,Standard Class,TH-21100,OFF-PA-10000675,81.98,2,0,40.1702
3320,Ca-New-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,OFF-AP-10004868,43.512,7,0.2,3.8073
3321,Ca-New-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,FUR-CH-10004287,662.88,3,0.2,74.574
3322,Ca-New-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,OFF-PA-10002689,25.92,5,0.2,9.072
3325,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-BI-10001359,896.99,5,0.8,-1480.0335
3326,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-BI-10001267,1.234,1,0.8,-1.9744
3327,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-AR-10003582,67.56,3,0.2,6.756
3328,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-PA-10003724,21.72,5,0.2,7.8735
3329,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-PA-10001033,262.336,8,0.2,95.0968
3330,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,TEC-PH-10003505,148.48,2,0.2,16.704
3331,Ca-New-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,TEC-PH-10004959,241.176,3,0.2,15.0735
3352,US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650,FUR-BO-10002916,435.999,3,0.15,20.5176
3353,US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650,TEC-PH-10002726,83.984,2,0.2,31.494
3354,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,TEC-PH-10000895,359.98,2,0,93.5948
3355,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,FUR-TA-10004152,70.56,1,0.3,-4.032
3356,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,OFF-BI-10003694,20.88,2,0,9.6048
3357,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,OFF-BI-10002160,3.81,1,0,1.8288
3366,Ca-New-2014-115161,1/31/2014,2/2/2014,First Class,LC-17050,FUR-BO-10003966,290.666,2,0.15,3.4196
3367,Ca-New-2014-165379,7/9/2014,7/15/2014,Standard Class,BM-11650,OFF-PA-10003072,10.368,2,0.2,3.6288
3368,Ca-New-2014-165379,7/9/2014,7/15/2014,Standard Class,BM-11650,OFF-PA-10002245,14.352,3,0.2,4.485
3392,Ca-New-2014-166471,8/9/2014,8/13/2014,Standard Class,MG-17650,TEC-PH-10001530,1091.168,4,0.2,68.198
3393,Ca-New-2014-166471,8/9/2014,8/13/2014,Standard Class,MG-17650,TEC-PH-10000038,219.168,2,0.2,-43.8336
3394,Ca-New-2014-105340,11/22/2014,11/25/2014,First Class,EH-14185,OFF-BI-10001765,6.928,1,0.8,-11.0848
3399,Ca-New-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,TEC-PH-10002923,36.99,1,0,9.9873
3400,Ca-New-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,OFF-PA-10004359,629.1,6,0,301.968
3401,Ca-New-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,OFF-ST-10001511,193.95,3,0,9.6975
3402,Ca-New-2014-102274,11/21/2014,11/26/2014,Standard Class,DH-13075,OFF-AR-10002833,5.46,3,0,1.4742
3406,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,FUR-CH-10002965,281.372,2,0.3,-12.0588
3407,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,FUR-CH-10002965,281.372,2,0.3,-12.0588
3408,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,OFF-BI-10000145,7.488,8,0.7,-5.2416
3409,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,FUR-FU-10002191,22.336,4,0.2,7.8176
3442,Ca-New-2014-158337,3/11/2014,3/14/2014,Second Class,KA-16525,OFF-PA-10002137,108.92,14,0,49.014
3450,Ca-New-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,OFF-AP-10004785,56.65,5,0,24.3595
3451,Ca-New-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,OFF-ST-10002406,14.97,1,0,4.1916
3452,Ca-New-2014-168592,9/8/2014,9/14/2014,Standard Class,DP-13390,OFF-FA-10002988,4.02,2,0,1.9698
3453,Ca-New-2014-157609,3/16/2014,3/21/2014,Second Class,KN-16705,TEC-PH-10002415,471.92,2,0.2,29.495
3478,Ca-New-2014-143385,8/31/2014,9/5/2014,Standard Class,SJ-20500,TEC-AC-10001635,92.52,9,0,18.504
3482,Ca-New-2014-124023,4/7/2014,4/10/2014,First Class,PJ-19015,FUR-FU-10004415,8.96,2,0,2.7776
3483,Ca-New-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,TEC-PH-10000455,579.95,5,0,168.1855
3484,Ca-New-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,FUR-FU-10002456,29.12,4,0,12.5216
3485,Ca-New-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,FUR-TA-10003569,1202.94,3,0,300.735
3506,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,TEC-PH-10000369,201.584,2,0.2,20.1584
3507,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,OFF-BI-10000756,3.392,4,0.8,-5.088
3508,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,FUR-BO-10001608,193.0656,4,0.32,-19.8744
3509,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,OFF-PA-10001166,15.552,3,0.2,5.4432
3510,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,OFF-PA-10000587,11.648,2,0.2,4.0768
3511,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,TEC-MA-10001972,418.8,2,0.4,-97.72
3512,Ca-New-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,OFF-ST-10004123,509.488,7,0.2,-127.372
3533,Ca-New-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,TEC-MA-10002859,287.968,4,0.2,97.1892
3534,Ca-New-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,OFF-AR-10002375,13.12,4,0,3.8048
3535,Ca-New-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,OFF-AR-10000657,10.75,5,0,3.5475
3536,Ca-New-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,OFF-FA-10000134,11.62,2,0,3.6022
3538,Ca-New-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,OFF-ST-10000107,83.25,3,0,14.985
3539,Ca-New-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,OFF-LA-10001641,9.45,3,0,4.536
3540,Ca-New-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,OFF-LA-10003121,20.65,5,0,9.499
3541,Ca-New-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,OFF-PA-10002689,45.36,7,0,21.7728
3555,Ca-New-2014-120838,3/23/2014,3/26/2014,Second Class,PO-18865,OFF-ST-10000585,330.4,2,0,85.904
